COORD_REF_SYS_CODE,COORD_REF_SYS_NAME,AREA_OF_USE_CODE,COORD_REF_SYS_KIND,COORD_SYS_CODE,DATUM_CODE,BASE_CRS_CODE,PROJECTION_CONV_CODE,CMPD_HORIZCRS_CODE,CMPD_VERTCRS_CODE,CRS_SCOPE,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,SHOW_CRS,DEPRECATED
4006,"Unknown datum based upon the Bessel Namibia ellipsoid",,"geographic 2D",6422,6006,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4007,"Unknown datum based upon the Clarke 1858 ellipsoid",,"geographic 2D",6422,6007,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4008,"Unknown datum based upon the Clarke 1866 ellipsoid",,"geographic 2D",6422,6008,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4009,"Unknown datum based upon the Clarke 1866 Michigan ellipsoid",,"geographic 2D",6422,6009,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2013.020",1,1
4010,"Unknown datum based upon the Clarke 1880 (Benoit) ellipsoid",,"geographic 2D",6422,6010,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4011,"Unknown datum based upon the Clarke 1880 (IGN) ellipsoid",,"geographic 2D",6422,6011,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4012,"Unknown datum based upon the Clarke 1880 (RGS) ellipsoid",,"geographic 2D",6422,6012,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4013,"Unknown datum based upon the Clarke 1880 (Arc) ellipsoid",,"geographic 2D",6422,6013,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4014,"Unknown datum based upon the Clarke 1880 (SGA 1922) ellipsoid",,"geographic 2D",6422,6014,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4035,"Unknown datum based upon the Authalic Sphere",,"geographic 2D",6402,6035,,,,,,"Deprecated. Use code 4047.","OGP","EPSG","05/03/00 00:00:00","1996.080 2000.420",1,1
4041,"Unknown datum based upon the Average Terrestrial System 1977 ellipsoid",,"geographic 2D",6422,6041,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","2000.420 2003.370 2020.010",1,1
4302,"Trinidad 1903",,"geographic 2D",6422,6302,,,,,,,,"EPSG","07/01/05 00:00:00","2003.370 2005.330",1,0
4734,"Tristan 1968",,"geographic 2D",6422,6734,,,,,,,"DMA / NIMA / NGA TR8350.2 (3rd edition, January 2000).","EPSG","01/26/06 00:00:00",,1,0
5132,"Tokyo 1892",,"geographic 2D",6422,1048,,,,,,"Extended from Japan to Korea in 1898. In Japan, replaced by Tokyo 1918 (CRS code 4301). In South Korea replaced by Tokyo 1918 only for geodetic applications; for all other purposes replaced by Korean 1985 (code 4162).","Clifford J. Mugnier; in Photogrammetric Engineering & Remote Sensing November 1999. http://www.asprs.org","EPSG","07/07/10 00:00:00","2010.050 2010.072",1,0
5169,"Tokyo 1892 / Korea West Belt",,"projected",4530,,5132,18253,,,,"Sometimes incorrectly assumed to be Tokyo 1918 / Korea West Belt, a system that was never put into use. In South Korea, replaced by Korean 1985 / West Belt (CRS code 2098).","Clifford J. Mugnier; in Photogrammetric Engineering & Remote Sensing November 1999. http://www.asprs.org","EPSG","07/07/10 00:00:00","2010.050 2010.072",1,0
5170,"Tokyo 1892 / Korea Central Belt",,"projected",4530,,5132,18252,,,,"Sometimes incorrectly assumed to be Tokyo 1918 / Korea Central Belt, a system that was never put into use. In South Korea, replaced by Korean 1985 / Central Belt and Korean 1985 / Central Belt Jeju (CRS codes 2097 and 5168).","Clifford J. Mugnier; in Photogrammetric Engineering & Remote Sensing November 1999. http://www.asprs.org","EPSG","07/07/10 00:00:00","2010.050 2010.072",1,0
5171,"Tokyo 1892 / Korea East Belt",,"projected",4530,,5132,18251,,,,"Sometimes incorrectly assumed to be Tokyo 1918 / Korea East Belt, a system that was never put into use. In South Korea, replaced by Korean 1985 / East Belt (CRS code 2096).","Clifford J. Mugnier; in Photogrammetric Engineering & Remote Sensing November 1999. http://www.asprs.org","EPSG","07/07/10 00:00:00","2010.050 2010.072",1,0
5172,"Tokyo 1892 / Korea East Sea Belt",,"projected",4530,,5132,5049,,,,"Sometimes incorrectly assumed to be Tokyo 1918 / Korea East Sea Belt, a system that was never put into use. In South Korea, replaced by Korean 1985 / East Sea Belt (CRS code 5167).","OGP based on projection information from National Geographic Information Institute (NGII) and by Clifford J. Mugnier in Photogrammetric Engineering & Remote Sensing November 1999, http://www.asprs.org","EPSG","07/07/10 00:00:00","2010.050 2010.072",1,0
5195,"Trieste height",,"vertical",6499,1050,,,,,,"In Croatia replaced by HVRS71 height (CRS code 5610). In Serbia replaced by SRB_VRS12 height (CRS code 8691). In Slovenia replaced by SVS2000 height (CRS code 5779).","EuroGeographics, http://www.crs-geo.eu","EPSG","07/24/20 00:00:00","2010.064 2018.012 2018.037 2020.063",1,0
5250,"TUREF",,"geocentric",6500,1057,,,,,,,"General Command of Mapping via EuroGeographics; http://www.crs-geo.eu/","EPSG","09/06/10 00:00:00","2010.085",1,0
5251,"TUREF",,"geographic 3D",6423,1057,5250,15592,,,,,"General Command of Mapping via EuroGeographics; http://www.crs-geo.eu/","EPSG","09/06/10 00:00:00","2010.085",1,0
5252,"TUREF",,"geographic 2D",6422,1057,5251,15593,,,,,"OGP","EPSG","09/06/10 00:00:00","2010.085",1,0
5253,"TUREF / TM27",,"projected",4530,,5252,16305,,,,"Also found with zone number prefix to false easting - see TUREF / 3-degree Gauss-Kruger zone 9 (code 5269).","General Command of Mapping via EuroGeographics; http://www.crs-geo.eu/","EPSG","09/07/10 00:00:00","2010.085",1,0
5254,"TUREF / TM30",,"projected",4530,,5252,16370,,,,"Also found with zone number prefix to false easting - see TUREF / 3-degree Gauss-Kruger zone 10 (code 5270).","General Command of Mapping via EuroGeographics; http://www.crs-geo.eu/","EPSG","09/06/10 00:00:00","2010.085",1,0
5255,"TUREF / TM33",,"projected",4530,,5252,16306,,,,"Also found with zone number prefix to false easting - see TUREF / 3-degree Gauss-Kruger zone 11 (code 5271).","General Command of Mapping via EuroGeographics; http://www.crs-geo.eu/","EPSG","09/07/10 00:00:00","2010.085",1,0
5256,"TUREF / TM36",,"projected",4530,,5252,16372,,,,"Also found with zone number prefix to false easting - see TUREF / 3-degree Gauss-Kruger zone 12 (code 5272).","General Command of Mapping via EuroGeographics; http://www.crs-geo.eu/","EPSG","09/06/10 00:00:00","2010.085",1,0
5257,"TUREF / TM39",,"projected",4530,,5252,16307,,,,"Also found with zone number prefix to false easting - see TUREF / 3-degree Gauss-Kruger zone 13 (code 5273).","General Command of Mapping via EuroGeographics; http://www.crs-geo.eu/","EPSG","09/06/10 00:00:00","2010.085",1,0
5258,"TUREF / TM42",,"projected",4530,,5252,16374,,,,"Also found with zone number prefix to false easting - see TUREF / 3-degree Gauss-Kruger zone 14 (code 5274).","General Command of Mapping via EuroGeographics; http://www.crs-geo.eu/","EPSG","09/06/10 00:00:00","2010.085",1,0
5259,"TUREF / TM45",,"projected",4530,,5252,16308,,,,"Also found with zone number prefix to false easting - see TUREF / 3-degree Gauss-Kruger zone 15 (code 5275).","General Command of Mapping via EuroGeographics; http://www.crs-geo.eu/","EPSG","09/06/10 00:00:00","2010.085",1,0
5269,"TUREF / 3-degree Gauss-Kruger zone 9",,"projected",4530,,5252,16269,,,,"Also found with truncated false easting - see TUREF / TM27 (code 5253).","OGP","EPSG","09/06/10 00:00:00","2010.085",1,0
5270,"TUREF / 3-degree Gauss-Kruger zone 10",,"projected",4530,,5252,16270,,,,"Also found with truncated false easting - see TUREF / TM30 (code 5254).","OGP","EPSG","09/06/10 00:00:00","2010.085",1,0
5271,"TUREF / 3-degree Gauss-Kruger zone 11",,"projected",4530,,5252,16271,,,,"Also found with truncated false easting - see TUREF / TM33 (code 5255).","OGP","EPSG","09/06/10 00:00:00","2010.085",1,0
5272,"TUREF / 3-degree Gauss-Kruger zone 12",,"projected",4530,,5252,16272,,,,"Also found with truncated false easting - see TUREF / TM36 (code 5256).","OGP","EPSG","09/06/10 00:00:00","2010.085",1,0
5273,"TUREF / 3-degree Gauss-Kruger zone 13",,"projected",4530,,5252,16273,,,,"Also found with truncated false easting - see TUREF / TM39 (code 5257).","OGP","EPSG","09/06/10 00:00:00","2010.085",1,0
5274,"TUREF / 3-degree Gauss-Kruger zone 14",,"projected",4530,,5252,16274,,,,"Also found with truncated false easting - see TUREF / TM42 (code 5258).","OGP","EPSG","09/06/10 00:00:00","2010.085",1,0
5275,"TUREF / 3-degree Gauss-Kruger zone 15",,"projected",4530,,5252,16275,,,,"Also found with truncated false easting - see TUREF / TM45 (code 5259).","OGP","EPSG","09/06/10 00:00:00","2010.085",1,0
5558,"UCS-2000",,"geocentric",6500,1077,,,,,,"Adopted 1st January 2007. Defined through transformation code 7817 at epoch 2005.0.","Berlin 2008 GNSS Symposium paper 4-7 (""Creation of ZAKPOS active Network Reference Stations for Transcarpathian Region of Ukraine"") by Savchuk et al.","EPSG","09/16/16 00:00:00","2011.044 2012.087 2016.024",1,0
5560,"UCS-2000",,"geographic 3D",6423,1077,5558,15592,,,,"Adopted 1st January 2007.","Berlin 2008 GNSS Symposium paper 4-7 (""Creation of ZAKPOS active Network Reference Stations for Transcarpathian Region of Ukraine"") by Savchuk et al.","EPSG","09/16/16 00:00:00","2011.044 2012.087 2016.024",1,0
5561,"UCS-2000",,"geographic 2D",6422,1077,5560,15593,,,,"Adopted 1st January 2007, replacing Pulkovo 1942 (CRS 4284).","OGP. See 3D CRS for original information source.","EPSG","12/17/12 00:00:00","2011.044 2012.087",1,0
5562,"UCS-2000 / Gauss-Kruger zone 4",,"projected",4530,,5561,16204,,,,"Adopted 1st January 2007, replacing S-42 system. Also found with truncated false easting - see UCS-2000 / Gauss-Kruger CM 21E (CRS code 5566).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.082 2012.087",1,0
5563,"UCS-2000 / Gauss-Kruger zone 5",,"projected",4530,,5561,16205,,,,"Adopted 1st January 2007, replacing S-42 system. Also found with truncated false easting - see UCS-2000 / Gauss-Kruger CM 27E (CRS code 5567).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.082 2012.087",1,0
5564,"UCS-2000 / Gauss-Kruger zone 6",,"projected",4530,,5561,16206,,,,"Adopted 1st January 2007, replacing S-42 system. Also found with truncated false easting - see UCS-2000 / Gauss-Kruger CM 33E (CRS code 5568).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.082 2012.087",1,0
5565,"UCS-2000 / Gauss-Kruger zone 7",,"projected",4530,,5561,16207,,,,"Adopted 1st January 2007, replacing S-42 system. Also found with truncated false easting - see UCS-2000 / Gauss-Kruger CM 39E (code CRS 5569).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.082 2012.087",1,0
5566,"UCS-2000 / Gauss-Kruger CM 21E",,"projected",4530,,5561,16304,,,,"Truncated form of UCS-2000 / Gauss-Kruger zone 4 (CRS code 5562).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087",1,0
5567,"UCS-2000 / Gauss-Kruger CM 27E",,"projected",4530,,5561,16305,,,,"Truncated form of UCS-2000 / Gauss-Kruger zone 5 (CRS code 5563).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087",1,0
5568,"UCS-2000 / Gauss-Kruger CM 33E",,"projected",4530,,5561,16306,,,,"Truncated form of UCS-2000 / Gauss-Kruger zone 6 (CRS code 5564).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087",1,0
5569,"UCS-2000 / Gauss-Kruger CM 39E",,"projected",4530,,5561,16307,,,,"Truncated form of UCS-2000 / Gauss-Kruger zone 7 (CRS code 5565).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087",1,0
5570,"UCS-2000 / 3-degree Gauss-Kruger zone 7",,"projected",4530,,5561,16267,,,,"Also found with truncated false easting - see UCS-2000 / 3-degree Gauss-Kruger CM 21E (CRS code 5577). Adopted 1st January 2007, replacing Pulkovo 1942 system.","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5571,"UCS-2000 / 3-degree Gauss-Kruger zone 8",,"projected",4530,,5561,16268,,,,"Also found with truncated false easting - see UCS-2000 / 3-degree Gauss-Kruger CM 24E (CRS code 5578). Adopted 1st January 2007, replacing Pulkovo 1942 system.","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5572,"UCS-2000 / 3-degree Gauss-Kruger zone 9",,"projected",4530,,5561,16269,,,,"Also found with truncated false easting - see UCS-2000 / 3-degree Gauss-Kruger CM 27E (CRS code 5579). Adopted 1st January 2007, replacing Pulkovo 1942 system.","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5573,"UCS-2000 / 3-degree Gauss-Kruger zone 10",,"projected",4530,,5561,16270,,,,"Also found with truncated false easting - see UCS-2000 / 3-degree Gauss-Kruger CM 30E (CRS code 5580). Adopted 1st January 2007, replacing Pulkovo 1942 system.","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5574,"UCS-2000 / 3-degree Gauss-Kruger zone 11",,"projected",4530,,5561,16271,,,,"Also found with truncated false easting - see UCS-2000 / 3-degree Gauss-Kruger CM 33E (CRS code 5581). Adopted 1st January 2007, replacing Pulkovo 1942 system.","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5575,"UCS-2000 / 3-degree Gauss-Kruger zone 12",,"projected",4530,,5561,16272,,,,"Also found with truncated false easting - see UCS-2000 / 3-degree Gauss-Kruger CM 36E (CRS code 5582). Adopted 1st January 2007, replacing Pulkovo 1942 system.","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5576,"UCS-2000 / 3-degree Gauss-Kruger zone 13",,"projected",4530,,5561,16273,,,,"Also found with truncated false easting - see UCS-2000 / 3-degree Gauss-Kruger CM 39E (CRS code 5583). Adopted 1st January 2007, replacing Pulkovo 1942 system.","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5577,"UCS-2000 / 3-degree Gauss-Kruger CM 21E",,"projected",4530,,5561,16304,,,,"Truncated form of UCS-2000 / 3-degree Gauss-Kruger zone 7 (CRS code 5570).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5578,"UCS-2000 / 3-degree Gauss-Kruger CM 24E",,"projected",4530,,5561,16368,,,,"Truncated form of UCS-2000 / 3-degree Gauss-Kruger zone 8 (CRS code 5571).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5579,"UCS-2000 / 3-degree Gauss-Kruger CM 27E",,"projected",4530,,5561,16305,,,,"Truncated form of UCS-2000 / 3-degree Gauss-Kruger zone 9 (CRS code 5572).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5580,"UCS-2000 / 3-degree Gauss-Kruger CM 30E",,"projected",4530,,5561,16370,,,,"Truncated form of UCS-2000 / 3-degree Gauss-Kruger zone 10 (CRS code 5573).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5581,"UCS-2000 / 3-degree Gauss-Kruger CM 33E",,"projected",4530,,5561,16306,,,,"Truncated form of UCS-2000 / 3-degree Gauss-Kruger zone 11 (CRS code 5574).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5582,"UCS-2000 / 3-degree Gauss-Kruger CM 36E",,"projected",4530,,5561,16372,,,,"Truncated form of UCS-2000 / 3-degree Gauss-Kruger zone 12 (CRS code 5575).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5583,"UCS-2000 / 3-degree Gauss-Kruger CM 39E",,"projected",4530,,5561,16307,,,,"Truncated form of UCS-2000 / 3-degree Gauss-Kruger zone 13 (CRS code 5576).","OGP","EPSG","12/17/12 00:00:00","2011.044 2012.087 2013.039",1,1
5636,"TUREF / LAEA Europe",,"projected",4532,,5252,19986,,,,"At applicable scales and usages, may be considered consistent with ETRS89-extended / LAEA Europe (CRS code 3035): see CT 9049.","OGP","EPSG","07/17/19 00:00:00","2011.082 2019.027",1,0
5637,"TUREF / LCC Europe",,"projected",4500,,5252,19985,,,,"At applicable scales (1:500,000 and smaller) may be considered consistent with ETRS89-extended / LCC Europe (CRS code 3034): see CT 9050.","OGP","EPSG","07/17/19 00:00:00","2011.082 2019.027",1,0
5814,"Tucupita",,"engineering",4500,9308,,,,,,"Grid coordinates 200000N; 200000E at centre of the Bolivar plaza in Tucupita. The plaza is ascribed coordinates of 9°03'32""N, 62°03'07.6""W.","Ministry of Mines standards manual of 1974.","EPSG","06/23/08 00:00:00","2008.045",1,0
5817,"Tombak LNG plant",,"engineering",6510,9314,,,,,,"Used for South Pars phase 11 and Pars LNG plant.","Total","EPSG","08/18/05 00:00:00",,1,0
6381,"UCS-2000 / Ukraine TM zone 7",,"projected",4530,,5561,6374,,,,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua","EPSG","08/06/13 00:00:00","2013.039",1,0
6382,"UCS-2000 / Ukraine TM zone 8",,"projected",4530,,5561,6375,,,,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua","EPSG","08/06/13 00:00:00","2013.039",1,0
6383,"UCS-2000 / Ukraine TM zone 9",,"projected",4530,,5561,6376,,,,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua","EPSG","08/06/13 00:00:00","2013.039",1,0
6384,"UCS-2000 / Ukraine TM zone 10",,"projected",4530,,5561,6377,,,,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua","EPSG","08/06/13 00:00:00","2013.039",1,0
6385,"UCS-2000 / Ukraine TM zone 11",,"projected",4530,,5561,6378,,,,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua","EPSG","08/06/13 00:00:00","2013.039",1,0
6386,"UCS-2000 / Ukraine TM zone 12",,"projected",4530,,5561,6379,,,,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua","EPSG","08/06/13 00:00:00","2013.039",1,0
6387,"UCS-2000 / Ukraine TM zone 13",,"projected",4530,,5561,6380,,,,,"State Service of Geodesy, Cartography and Cadastre via Research Institute of Geodesy and Cartography, http://dgm.gki.com.ua","EPSG","08/06/13 00:00:00","2013.039",1,0
6638,"Tutuila 1962 height",,"vertical",6499,1121,,,,,,"Replaced by ASVD02 height (CRS code 6643).","National Geodetic Survey, http://www.ngs.noaa.gov","EPSG","10/21/13 00:00:00","2013.044",1,0
6700,"Tokyo + JSLD72 height",,"compound",,,,,4301,6693,,"Replaced by JGD2000 + JGD2000 (vertical) (CRS code 6696) from April 2002).","OGP","EPSG","12/15/13 00:00:00","2013.063",1,0
7414,"Tokyo + JSLD69 height",,"compound",,,,,4301,5723,,"Replaced by JGD2000 + JGD2000 (vertical) (CRS code 6696) from April 2002).","OGP","EPSG","05/01/14 00:00:00","2008.010 2011.004 2013.063",1,0
8904,"TWVD 2001 height",,"vertical",6499,1224,,,,,,"Replaces TWVD79.","National Land Surveying and Mapping Center, Ministry of the Interior, and Satellite Service Center, Department of Land Administration.","EPSG","03/09/19 00:00:00","2019.012",1,0
9364,"TPEN11-IRF",,"geographic 2D",6422,1266,,,,,,"Intermediate CRS created in 2020 to assist the emulation of the ETRS89 / TPEN11 SnakeGrid projected CRS through transformation ETRS89 to TPEN11-IRF (1) (code 9365) used in conjunction with the TPEN11-TM map projection (code 9366).","Network Rail.","EPSG","04/21/20 00:00:00","2020.024",1,0
9367,"TPEN11 Grid",,"projected",4400,,9364,9366,,,,"The CRS's definition through transformation ETRS89 to TPEN11-IRF (1) (code 9365) and map projection TPEN11-TM (code 9366) emulates the combined TPEN11 Snake and TPEN11ext Snake projections applied to ETRS89 as realised through OSNet 2009 CORS.","Network Rail.","EPSG","04/27/20 00:00:00","2020.024",1,0
9368,"TPEN11 Grid + ODN height",,"compound",,,,,9367,5701,,,"Network Rail.","EPSG","04/21/20 00:00:00","2020.024",1,0
30200,"Trinidad 1903 / Trinidad Grid",,"projected",4407,,4302,19925,,,,,,"EPSG","07/01/05 00:00:00","1997.231 2005.330",1,0
63026405,"Trinidad 1903 (deg)",,"geographic 2D",6405,,4302,101,,,,"See CRS code 4302 for recommended coordinate axis representation for the human interface.","OGP","EPSG","11/22/02 00:00:00",,1,1
2163,"US National Atlas Equal Area",,"projected",4499,,4052,3899,,,,"Uses spherical projection formulae. USGS documentation describes sphere as derived from GRS80/WGS84 ellipsoid but that actually used is Clarke 1866. For 1:1million and smaller scale maps there is no significant difference.","United States Geological Survey, Western Geographic Science Center","EPSG","02/10/09 00:00:00","2003.330 2009.007 2020.020",1,1
3139,"Vanua Levu 1915 / Vanua Levu Grid",,"projected",4533,,4748,19878,,,,"For topographic mapping, replaced by Fiji 1956 / UTM (CRS codes 3141-42). For other purposes, replaced by Fiji 1986 / Fiji Map Grid (CRS code 3460).","Department of Lands and Survey, Fiji.","EPSG","02/06/07 00:00:00","2007.017",1,0
3140,"Viti Levu 1912 / Viti Levu Grid",,"projected",4533,,4752,19879,,,,"For topographic mapping, replaced by Fiji 1956 / UTM (CRS codes 3141-42). For other purposes, replaced by Fiji 1986 / Fiji Map Grid (CRS code 3460).","Department of Lands and Survey, Fiji.","EPSG","02/06/07 00:00:00","2007.017",1,0
3405,"VN-2000 / UTM zone 48N",,"projected",4400,,4756,16048,,,,"Replaces Hanoi 1972 / Gauss-Kruger zone 18 (CRS code 2044).","General Director of Land Administration.","EPSG","09/17/19 00:00:00","2019.057",1,0
3406,"VN-2000 / UTM zone 49N",,"projected",4400,,4756,16049,,,,"Replaces Hanoi 1972 / Gauss-Kruger zone 19 (CRS code 2045).","General Director of Land Administration.","EPSG","09/17/19 00:00:00","2019.057",1,0
4015,"Unknown datum based upon the Everest 1830 (1937 Adjustment) ellipsoid",,"geographic 2D",6422,6015,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4016,"Unknown datum based upon the Everest 1830 (1967 Definition) ellipsoid",,"geographic 2D",6422,6016,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4018,"Unknown datum based upon the Everest 1830 Modified ellipsoid",,"geographic 2D",6422,6018,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4019,"Unknown datum based upon the GRS 1980 ellipsoid",,"geographic 2D",6422,6019,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4020,"Unknown datum based upon the Helmert 1906 ellipsoid",,"geographic 2D",6422,6020,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4021,"Unknown datum based upon the Indonesian National Spheroid",,"geographic 2D",6422,6021,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2020.010",1,1
4022,"Unknown datum based upon the International 1924 ellipsoid",,"geographic 2D",6422,6022,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4024,"Unknown datum based upon the Krassowsky 1940 ellipsoid",,"geographic 2D",6422,6024,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4025,"Unknown datum based upon the NWL 9D ellipsoid",,"geographic 2D",6422,6025,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4027,"Unknown datum based upon the Plessis 1817 ellipsoid",,"geographic 2D",6422,6027,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4028,"Unknown datum based upon the Struve 1860 ellipsoid",,"geographic 2D",6422,6028,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4029,"Unknown datum based upon the War Office ellipsoid",,"geographic 2D",6422,6029,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4030,"Unknown datum based upon the WGS 84 ellipsoid",,"geographic 2D",6422,6030,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4031,"Unknown datum based upon the GEM 10C ellipsoid",,"geographic 2D",6422,6031,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4032,"Unknown datum based upon the OSU86F ellipsoid",,"geographic 2D",6422,6032,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4033,"Unknown datum based upon the OSU91A ellipsoid",,"geographic 2D",6422,6033,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4034,"Unknown datum based upon the Clarke 1880 ellipsoid",,"geographic 2D",6422,6034,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","1996.080 2000.420 2003.370 2020.010",1,1
4036,"Unknown datum based upon the GRS 1967 ellipsoid",,"geographic 2D",6422,6036,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","2000.420 2003.370 2020.010",1,1
4042,"Unknown datum based upon the Everest (1830 Definition) ellipsoid",,"geographic 2D",6422,6042,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","2000.420 2003.370 2020.010",1,1
4043,"Unknown datum based upon the WGS 72 ellipsoid",,"geographic 2D",6422,6043,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","2000.420 2003.370 2020.010",1,1
4044,"Unknown datum based upon the Everest 1830 (1962 Definition) ellipsoid",,"geographic 2D",6422,6044,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","2000.420 2003.370 2020.010",1,1
4045,"Unknown datum based upon the Everest 1830 (1975 Definition) ellipsoid",,"geographic 2D",6422,6045,,,,,,"Use only in cases where geodetic datum is unknown.","OGP","EPSG","01/06/04 00:00:00","2000.420 2003.370 2020.010",1,1
