EXTENT_CODE,EXTENT_NAME,EXTENT_DESCRIPTION,BBOX_SOUTH_BOUND_LAT,BBOX_WEST_BOUND_LON,BBOX_NORTH_BOUND_LAT,BBOX_EAST_BOUND_LON,ISO_A2_CODE,ISO_A3_CODE,ISO_N_CODE,VERTICAL_EXTENT_MIN,VERTICAL_EXTENT_MAX,VERTICAL_EXTENT_CRS_CODE,TEMPORAL_EXTENT_BEGIN,TEMPORAL_EXTENT_END,REMARKS,INFORMATION_SOURCE,DATA_SOURCE,REVISION_DATE,CHANGE_ID,DEPRECATED
2346,"World - WGS72 BE to WGS 84 - by country","World. Vietnam - offshore.",-9.0000000000000000e+01,-1.8000000000000000e+02,9.0000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"OGP","EPSG","09/08/14 00:00:00","2014.053",0
2830,"World (by country)","World: Afghanistan, Albania, Algeria, American Samoa, Andorra, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belgium, Belgium, Belize, Benin, Bermuda, Bhutan, Bolivia, Bonaire, Saint Eustasius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, British Indian Ocean Territory, British Virgin Islands, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cambodia, Cameroon, Canada, Cape Verde, Cayman Islands, Central African Republic, Chad, Chile, China, Christmas Island, Cocos (Keeling) Islands, Comoros, Congo, Cook Islands, Costa Rica, Côte d'Ivoire (Ivory Coast), Croatia, Cuba, Curacao, Cyprus, Czechia, Denmark, Djibouti, Dominica, Dominican Republic, East Timor, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini (Swaziland), Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Fiji, Finland, France, French Guiana, French Polynesia, French Southern Territories, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar, Greece, Greenland, Grenada, Guadeloupe, Guam, Guatemala, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, China - Hong Kong, Hungary, Iceland, India, Indonesia, Islamic Republic of Iran, Iraq, Ireland, Israel, Italy, Jamaica, Japan, Jordan, Kazakhstan, Kenya, Kiribati, Democratic People's Republic of Korea (North Korea), Republic of Korea (South Korea), Kosovo, Kuwait, Kyrgyzstan, Lao People's Democratic Republic (Laos), Latvia, Lebanon, Lesotho, Liberia, Libyan Arab Jamahiriya, Liechtenstein, Lithuania, Luxembourg, China - Macao, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Federated States of Micronesia, Monaco, Mongolia, Montenegro, Montserrat, Morocco, Mozambique, Myanmar (Burma), Namibia, Nauru, Nepal, Netherlands, New Caledonia, New Zealand, Nicaragua, Niger, Nigeria, Niue, Norfolk Island, North Macedonia, Northern Mariana Islands, Norway, Oman, Pakistan, Palau, Panama, Papua New Guinea (PNG), Paraguay, Peru, Philippines, Pitcairn, Poland, Portugal, Puerto Rico, Qatar, Reunion, Romania, Russian Federation, Rwanda, Saint Kitts and Nevis, Saint Helena, Ascension and Tristan da Cunha, Saint Lucia, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, San Marino, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Singapore, Slovakia (Slovak Republic), Slovenia, Sint Maarten, Solomon Islands, Somalia, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sri Lanka, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Switzerland, Syrian Arab Republic, Taiwan, Tajikistan, United Republic of Tanzania, Thailand, The Democratic Republic of the Congo (Zaire), Togo, Tokelau, Tonga, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Tuvalu, Uganda, Ukraine, United Arab Emirates (UAE), United Kingdom (UK), United States (USA), United States Minor Outlying Islands, Uruguay, Uzbekistan, Vanuatu, Venezuela, Vietnam, US Virgin Islands, Wallis and Futuna, Western Sahara, Yemen, Zambia, Zimbabwe.",-9.0000000000000000e+01,-1.8000000000000000e+02,9.0000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"OGP","EPSG","07/17/19 00:00:00","2007.072 2008.053 2008.054 2011.015 2012.001 2018.060 2019.030 2019.042",0
3332,"Yemen - onshore","Yemen - onshore.",1.2090000000000000e+01,4.1799999999999997e+01,1.9000000000000000e+01,5.4530000000000001e+01,,,,,,,,,,"OGP","EPSG","03/30/20 00:00:00","2012.051 2014.016 2020.014",0
3473,"World - south of 40°S","Southern hemisphere - south of 40°S including Antarctica.",-9.0000000000000000e+01,-1.8000000000000000e+02,-4.0000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"OGP","EPSG","09/19/08 00:00:00","2008.045 2008.073 2011.004",1
3474,"World - south of 0°N","Southern hemisphere.",-9.0000000000000000e+01,-1.8000000000000000e+02,0.0000000000000000e+00,1.8000000000000000e+02,,,,,,,,,,"OGP","EPSG","06/23/08 00:00:00","2008.045",0
4002,"Yemen - east of 54°E","Yemen - east of 54°E, onshore and offshore.",8.9499999999999993e+00,5.4000000000000000e+01,1.4949999999999999e+01,5.7960000000000001e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.022 2012.051 2014.009",0
4006,"Yemen - west of 42°E","Yemen - west of 42°E, onshore and offshore.",1.4730000000000000e+01,4.1079999999999998e+01,1.6359999999999999e+01,4.2000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.022 2012.051 2014.009",0
4520,"World centred on 90°W","World centred on the Americas.",-9.0000000000000000e+01,9.0010000000000005e+01,9.0000000000000000e+01,8.9989999999999995e+01,,,,,,,,,"Area crosses 180-degree meridian.","IOGP","EPSG","01/16/20 00:00:00","2018.048 2020.002",0
4523,"World centred on 150°E","World centred on Asia-Pacific.",-9.0000000000000000e+01,-2.9989999999999998e+01,9.0000000000000000e+01,-3.0010000000000002e+01,,,,,,,,,"Area crosses 180-degree meridian.","IOGP","EPSG","01/16/20 00:00:00","2018.048 2020.002",0
4586,"World - south of 50°S","Southern hemisphere - south of 50°S onshore and offshore, including Antarctica.",-9.0000000000000000e+01,-1.8000000000000000e+02,-5.0000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, Germany.","EPSG","03/20/20 00:00:00","2020.023",0
3033,"Antarctica - 72°S to 76°S, 90°W to 72°W (SS16-18)","Antarctica - 72°S to 76°S and 90°W to 72°W.",-7.6000000000000000e+01,-9.0000000000000000e+01,-7.2000000000000000e+01,-7.2000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3034,"Antarctica - 72°S to 76°S, 72°W to 54°W (SS19-21)","Antarctica - 72°S to 76°S and 72°W to 54°W.",-7.6000000000000000e+01,-7.2000000000000000e+01,-7.2000000000000000e+01,-5.4000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3035,"Antarctica - 72°S to 76°S, 36°W to 18°W (SS25-27)","Antarctica - 72°S to 76°S and 36°W to 18°W.",-7.6000000000000000e+01,-3.6000000000000000e+01,-7.2000000000000000e+01,-1.8000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3036,"Antarctica - 72°S to 76°S, 18°W to 0°W (SS28-30)","Antarctica - 72°S to 76°S and 18°W to 0°W.",-7.6000000000000000e+01,-1.8000000000000000e+01,-7.2000000000000000e+01,0.0000000000000000e+00,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3037,"Antarctica - 72°S to 76°S, 0°E to 18°E (SS31-33)","Antarctica - 72°S to 76°S and 0°E to 18°E.",-7.6000000000000000e+01,0.0000000000000000e+00,-7.2000000000000000e+01,1.8000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3038,"Antarctica - 72°S to 76°S, 18°E to 36°E (SS34-36)","Antarctica - 72°S to 76°S and 18°E to 36°E.",-7.6000000000000000e+01,1.8000000000000000e+01,-7.2000000000000000e+01,3.6000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3039,"Antarctica - 72°S to 76°S, 36°E to 54°E (SS37-39)","Antarctica - 72°S to 76°S and 36°E to 54°E.",-7.6000000000000000e+01,3.6000000000000000e+01,-7.2000000000000000e+01,5.4000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3040,"Antarctica - 72°S to 76°S, 54°E to 72°E (SS40-42)","Antarctica - 72°S to 76°S and 54°E to 72°E.",-7.6000000000000000e+01,5.4000000000000000e+01,-7.2000000000000000e+01,7.2000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3041,"Antarctica - 72°S to 76°S, 72°E to 90°E (SS43-45)","Antarctica - 72°S to 76°S and 72°E to 90°E.",-7.6000000000000000e+01,7.2000000000000000e+01,-7.2000000000000000e+01,9.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3042,"Antarctica - 72°S to 76°S, 90°E to 108°E (SS46-48)","Antarctica - 72°S to 76°S and 90°E to 108°E.",-7.6000000000000000e+01,9.0000000000000000e+01,-7.2000000000000000e+01,1.0800000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3043,"Antarctica - 72°S to 76°S, 108°E to 126°E (SS49-51)","Antarctica - 72°S to 76°S and 108°E to 126°E.",-7.6000000000000000e+01,1.0800000000000000e+02,-7.2000000000000000e+01,1.2600000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3044,"Antarctica - 72°S to 76°S, 126°E to 144°E (SS52-54)","Antarctica - 72°S to 76°S and 126°E to 144°E.",-7.6000000000000000e+01,1.2600000000000000e+02,-7.2000000000000000e+01,1.4400000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3045,"Antarctica - 72°S to 76°S, 144°E to 162°E (SS55-57)","Antarctica - 72°S to 76°S and 144°E to 162°E.",-7.6000000000000000e+01,1.4400000000000000e+02,-7.2000000000000000e+01,1.6200000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3046,"Antarctica - 72°S to 76°S, 162°E to 180°E (SS58-60)","Antarctica - 72°S to 76°S and 162°E to 180°E.",-7.6000000000000000e+01,1.6200000000000000e+02,-7.2000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3047,"Antarctica - 76°S to 80°S, 180°W to 156°W (ST01-04)","Antarctica - 76°S to 80°S and 180°W to 156°W.",-8.0000000000000000e+01,-1.8000000000000000e+02,-7.6000000000000000e+01,-1.5600000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3048,"Antarctica - 76°S to 80°S, 156°W to 132°W (ST05-08)","Antarctica - 76°S to 80°S and 156°W to 132°W.",-8.0000000000000000e+01,-1.5600000000000000e+02,-7.6000000000000000e+01,-1.3200000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3049,"Antarctica - 76°S to 80°S, 132°W to 108°W (ST09-12)","Antarctica - 76°S to 80°S and 132°W to 108°W.",-8.0000000000000000e+01,-1.3200000000000000e+02,-7.6000000000000000e+01,-1.0800000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3050,"Antarctica - 76°S to 80°S, 108°W to 84°W (ST13-16)","Antarctica - 76°S to 80°S and 108°W to 84°W.",-8.0000000000000000e+01,-1.0800000000000000e+02,-7.6000000000000000e+01,-8.4000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3051,"Antarctica - 76°S to 80°S, 84°W to 60°W (ST17-20)","Antarctica - 76°S to 80°S and 84°W to 60°W.",-8.0000000000000000e+01,-8.4000000000000000e+01,-7.6000000000000000e+01,-6.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3052,"Antarctica - 76°S to 80°S, 60°W to 36°W (ST21-24)","Antarctica - 76°S to 80°S and 60°W to 36°W.",-8.0000000000000000e+01,-6.0000000000000000e+01,-7.6000000000000000e+01,-3.6000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3053,"Antarctica - 76°S to 80°S, 36°W to 12°W (ST25-28)","Antarctica - 76°S to 80°S and 36°W to 12°W.",-8.0000000000000000e+01,-3.6000000000000000e+01,-7.6000000000000000e+01,-1.2000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3054,"Antarctica - 76°S to 80°S, 12°W to 12°E (ST29-32)","Antarctica - 76°S to 80°S and 12°W to 12°E.",-8.0000000000000000e+01,-1.2000000000000000e+01,-7.6000000000000000e+01,1.2000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3055,"Antarctica - 76°S to 80°S, 12°E to 36°E (ST33-36)","Antarctica - 76°S to 80°S and 12°E to 36°E.",-8.0000000000000000e+01,1.2000000000000000e+01,-7.6000000000000000e+01,3.6000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","02/13/12 00:00:00","2008.045 2012.023",0
3056,"Antarctica - 76°S to 80°S, 36°E to 60°E (ST37-40)","Antarctica - 76°S to 80°S and 36°E to 60°E.",-8.0000000000000000e+01,3.6000000000000000e+01,-7.6000000000000000e+01,6.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3057,"Antarctica - 76°S to 80°S, 60°E to 84°E (ST41-44)","Antarctica - 76°S to 80°S and 60°E to 84°E.",-8.0000000000000000e+01,6.0000000000000000e+01,-7.6000000000000000e+01,8.4000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3058,"Antarctica - 76°S to 80°S, 84°E to 108°E (ST45-48)","Antarctica - 76°S to 80°S and 84°E to 108°E.",-8.0000000000000000e+01,8.4000000000000000e+01,-7.6000000000000000e+01,1.0800000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3059,"Antarctica - 76°S to 80°S, 108°E to 132°E (ST49-52)","Antarctica - 76°S to 80°S and 108°E to 132°E.",-8.0000000000000000e+01,1.0800000000000000e+02,-7.6000000000000000e+01,1.3200000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3060,"Antarctica - 76°S to 80°S, 132°E to 156°E (ST53-56)","Antarctica - 76°S to 80°S and 132°E to 156°E.",-8.0000000000000000e+01,1.3200000000000000e+02,-7.6000000000000000e+01,1.5600000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3061,"Antarctica - 76°S to 80°S, 156°E to 180°E (ST57-60)","Antarctica - 76°S to 80°S and 156°E to 180°E.",-8.0000000000000000e+01,1.5600000000000000e+02,-7.6000000000000000e+01,1.8000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3062,"Antarctica - 80°S to 84°S, 180°W to 150°W (SU01-05)","Antarctica - 80°S to 84°S and 180°W to 150°W.",-8.4000000000000000e+01,-1.8000000000000000e+02,-8.0000000000000000e+01,-1.5000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","07/05/08 00:00:00","2008.045 2008.054",0
3063,"Antarctica - 80°S to 84°S, 150°W to 120°W (SU06-10)","Antarctica - 80°S to 84°S and 150°W to 120°W.",-8.4000000000000000e+01,-1.5000000000000000e+02,-8.0000000000000000e+01,-1.2000000000000000e+02,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3064,"Antarctica - 80°S to 84°S, 120°W to 90°W (SU11-15)","Antarctica - 80°S to 84°S and 120°W to 90°W.",-8.4000000000000000e+01,-1.2000000000000000e+02,-8.0000000000000000e+01,-9.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3065,"Antarctica - 80°S to 84°S, 90°W to 60°W (SU16-20)","Antarctica - 80°S to 84°S and 90°W to 60°W.",-8.4000000000000000e+01,-9.0000000000000000e+01,-8.0000000000000000e+01,-6.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3066,"Antarctica - 80°S to 84°S, 60°W to 30°W (SU21-25)","Antarctica - 80°S to 84°S and 60°W to 30°W.",-8.4000000000000000e+01,-6.0000000000000000e+01,-8.0000000000000000e+01,-3.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3067,"Antarctica - 80°S to 84°S, 30°W to 0°W (SU26-30)","Antarctica - 80°S to 84°S and 30°W to 0°W.",-8.4000000000000000e+01,-3.0000000000000000e+01,-8.0000000000000000e+01,0.0000000000000000e+00,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3068,"Antarctica - 80°S to 84°S, 0°E to 30°E (SU31-35)","Antarctica - 80°S to 84°S and 0°E to 30°E.",-8.4000000000000000e+01,0.0000000000000000e+00,-8.0000000000000000e+01,3.0000000000000000e+01,,,,,,,,,,"Scientific Committee for Antarctic Research","EPSG","06/23/08 00:00:00","2008.045",0
3855,"Antarctica - Pennell Coast region","Antarctica - Pennell Coast region.",-7.3000000000000000e+01,1.6000000000000000e+02,-6.9500000000000000e+01,1.7200000000000000e+02,,,,,,,,,,"LINZ","EPSG","03/21/11 00:00:00","2011.027",0
3856,"Antarctica - Ross Ice Shelf Region","Antarctica - Ross Ice Shelf Region.",-9.0000000000000000e+01,1.5000000000000000e+02,-7.6000000000000000e+01,-1.5000000000000000e+02,,,,,,,,,"Area crosses 180-degree meridian.","LINZ","EPSG","03/21/11 00:00:00","2011.027",0
4119,"Arctic - 67°50'N to 62°50'N, 59°W to 42°W","Arctic - between 67°50'N and 62°50'N, approximately 59°W to approximately 42°W. May be extended eastwards within the latitude limits.",6.2829999999999998e+01,-5.9000000000000000e+01,6.7840000000000003e+01,-4.2000000000000000e+01,,,,,,,,,"Zone 7-11","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4120,"Arctic - 67°50'N to 62°50'N, 42°W to 25°W","Arctic - between 67°50'N and 62°50'N, approximately 42°W to approximately 25°W. May be extended westwards within the latitude limits.",6.2829999999999998e+01,-4.2000000000000000e+01,6.7840000000000003e+01,-2.5000000000000000e+01,,,,,,,,,"Zone 7-13","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4123,"Arctic - 64°30'N to 59°30'N, 59°W to 44°W","Arctic - between 64°30'N and 59°30'N, approximately 59°W to approximately 44°W. May be extended eastwards within the latitude limits.",5.9500000000000000e+01,-5.9000000000000000e+01,6.4510000000000005e+01,-4.4000000000000000e+01,,,,,,,,,"Zone 8-20","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4124,"Arctic - 64°30'N to 59°30'N, 44°W to 29°W","Arctic - between 64°30'N and 59°30'N, approximately 44°W to approximately 29°W. May be extended westwards within the latitude limits.",5.9500000000000000e+01,-4.4000000000000000e+01,6.4510000000000005e+01,-2.9000000000000000e+01,,,,,,,,,"Zone 8-22","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4489,"Antarctica - Adelie Land coastal area west of 138°E","Antarctica - Adelie Land - coastal area between 136°E and 138°E.",-6.6730000000000004e+01,1.3600000000000000e+02,-6.5609999999999999e+01,1.3800999999999999e+02,,,,,,,,,,"IOGP","EPSG","03/10/18 00:00:00","2018.014",0
4492,"Antarctica - Adelie Land coastal area east of 138°E","Antarctica - Adelie Land - coastal area between 138°E and 142°E.",-6.7129999999999995e+01,1.3800000000000000e+02,-6.6099999999999994e+01,1.4200000000000000e+02,,,,,,,,,,"IOGP","EPSG","03/10/18 00:00:00","2018.014",0
1033,"Argentina","Argentina - onshore and offshore.",-5.8409999999999997e+01,-7.3590000000000003e+01,-2.1780000000000001e+01,-5.2630000000000003e+01,"AR","ARG",32,,,,,,,"ISO 3166 Maintenance Agency.  ftp://ftp.fu-berlin.de/pub/doc/iso","EPSG","05/01/14 00:00:00","2002.341 2005.890 2011.037 2014.025",0
1484,"Argentina - 42.5°S to 50.3°S and 70.5°W to 67.5°W","Argentina - Chibut province between 70°30'W and 67°30'W and south of approximately 42°30'S and Santa Cruz province between 70°30'W and 67°30'W and north of approximately 50°20'S.",-5.0340000000000003e+01,-7.0500000000000000e+01,-4.2490000000000002e+01,-6.7489999999999995e+01,,,,,,,,,,"OGP","EPSG","01/16/20 00:00:00","2008.045 2011.037 2014.023 2019.086",0
1610,"Argentina - 67.5°W to 64.5°W onshore","Argentina - between 67°30'W and 64°30'W, onshore.",-5.5109999999999999e+01,-6.7500000000000000e+01,-2.1780000000000001e+01,-6.4489999999999995e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.037 2014.022",0
1611,"Argentina - 64.5°W to 61.5°W onshore","Argentina - between 64°30'W and 61°30'W, onshore.",-5.4909999999999997e+01,-6.4500000000000000e+01,-2.1989999999999998e+01,-6.1500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.037 2014.022",0
1612,"Argentina - 61.5°W to 58.5°W onshore","Argentina - between 61°30'W and 58°30'W onshore.",-3.9060000000000002e+01,-6.1509999999999998e+01,-2.3370000000000001e+01,-5.8500000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.037 2014.022",0
1613,"Argentina - 58.5°W to 55.5°W onshore","Argentina - between 58°30'W and 55°30'W, onshore.",-3.8590000000000003e+01,-5.8500000000000000e+01,-2.4840000000000000e+01,-5.5490000000000002e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2008.045 2011.037 2014.022",0
4019,"Arctic - 87°N to 75°N, 156°W to 66°W","Arctic - 87°N to 75°N, approximately 156°W to approximately 66°W. May be extended westwards or eastwards within the latitude limits.",7.5000000000000000e+01,-1.5600000000000000e+02,8.7010000000000005e+01,-6.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.088 2014.009",0
4027,"Arctic - 87°N to 75°N, 84°W to 6°E","Arctic - 87°N to 75°N, approximately 84°W to approximately 6°E. May be extended westwards or eastwards within the latitude limits.",7.5000000000000000e+01,-8.4000000000000000e+01,8.7010000000000005e+01,6.0099999999999998e+00,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.088 2014.009",0
4028,"Arctic - 87°N to 75°N, 12°W to 78°E","Arctic - 87°N to 75°N, approximately 12°W to approximately 78°E. May be extended westwards or eastwards within the latitude limits.",7.5000000000000000e+01,-1.2000000000000000e+01,8.7010000000000005e+01,7.8010000000000005e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.088 2014.009",0
4029,"Arctic - 87°N to 75°N, 60°E to 150°E","Arctic - 87°N to 75°N, approximately 60°E to approximately 150°E. May be extended westwards or eastwards within the latitude limits.",7.5000000000000000e+01,6.0000000000000000e+01,8.7010000000000005e+01,1.5000999999999999e+02,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.088 2014.009",0
4030,"Arctic - 84°30'N to 79°30'N, 135°W to 95°W","Arctic - between 84°30'N and 79°30'N, approximately 135°W to approximately 95°W. May be extended eastwards within the latitude limits.",7.9500000000000000e+01,-1.3500000000000000e+02,8.4510000000000005e+01,-9.5000000000000000e+01,,,,,,,,,"Zone 2-14","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4031,"Arctic - 87°N to 75°N, 132°E to 138°W","Arctic - 87°N to 75°N, approximately 132°E to approximately 138°W. May be extended westwards or eastwards within the latitude limits.",7.5000000000000000e+01,1.3200000000000000e+02,8.7010000000000005e+01,-1.3800000000000000e+02,,,,,,,,,"Area crosses 180-degree meridian.","OGP","EPSG","05/01/14 00:00:00","2012.088 2014.009",0
4032,"Arctic - 79°N to 67°N, 156°W to 66°W","Arctic - 79°N to 67°N, approximately 156°W to approximately 66°W. May be extended westwards or eastwards within the latitude limits.",6.7000000000000000e+01,-1.5600000000000000e+02,7.9010000000000005e+01,-6.6000000000000000e+01,,,,,,,,,,"OGP","EPSG","05/01/14 00:00:00","2012.088 2014.009",0
4079,"Arctic - 77°50'N to 72°50'N, 91°W to 67°W","Arctic - between 77°50'N and 72°50'N, approximately 91°W to approximately 67°W. May be extended westwards within the latitude limits.",7.2829999999999998e+01,-9.1000000000000000e+01,7.7840000000000003e+01,-6.7000000000000000e+01,,,,,,,,,"Zone 4-18","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4080,"Arctic - 77°50'N to 72°50'N, 76°W to 51°W","Arctic - between 77°50'N and 72°50'N, approximately 76°W to approximately 51°W. May be extended eastwards within the latitude limits.",7.2829999999999998e+01,-7.6000000000000000e+01,7.7840000000000003e+01,-5.1000000000000000e+01,,,,,,,,,"Zone 4-20","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4081,"Arctic - 77°50'N to 72°50'N, 51°W to 26°W","Arctic - between 77°50'N and 72°50'N, approximately 51°W to approximately 26°W. May be extended westwards or eastwards within the latitude limits.",7.2829999999999998e+01,-5.1000000000000000e+01,7.7840000000000003e+01,-2.6000000000000000e+01,,,,,,,,,"Zone 4-22","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4082,"Arctic - 77°50'N to 72°50'N, 26°W to 2°W","Arctic - between 77°50'N and 72°50'N, approximately 26°W to approximately 2°W. May be extended westwards within the latitude limits.",7.2829999999999998e+01,-2.6000000000000000e+01,7.7840000000000003e+01,-2.0000000000000000e+00,,,,,,,,,"Zone 4-24","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4083,"Arctic - 77°50'N to 72°50'N, 2°W to 22°E","Arctic - between 77°50'N and 72°50'N, approximately 2°W to approximately 22°E. May be extended westwards or eastwards within the latitude limits.",7.2829999999999998e+01,-2.0000000000000000e+00,7.7840000000000003e+01,2.2010000000000002e+01,,,,,,,,,"Zone 4-26","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
4084,"Arctic - 77°50'N to 72°50'N, 22°E to 46°E","Arctic - between 77°50'N and 72°50'N, approximately 22°E to approximately 46°E. May be extended westwards or eastwards within the latitude limits.",7.2829999999999998e+01,2.2000000000000000e+01,7.7840000000000003e+01,4.6009999999999998e+01,,,,,,,,,"Zone 4-28","OGP","EPSG","05/01/14 00:00:00","2012.089 2014.009",0
